"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#23461A"|"21606317"|"00000000000000230689"|"201705005029725"|"20170123"|"1"|"RB3A017505"|"EFFII-5901832945277-Berretto Di Cachemire Con Orecchie Ecru L-48cm"|"0000000001"|"0000029.96"
"#23965"|"21607317"|"00000000000000231059"|"201705005030403"|"20170123"|"1"|"RB3A013812"|"BLADEeROSE-5060257465965-Leggings Pow! (Supergirl) 6-12m"|"0000000001"|"0000038.39"
"#23965"|"21607317"|"00000000000000231059"|"201705005030403"|"20170123"|"2"|"RB3A012837"|"BROTHER MAX-71305PK2-Tazza di transizione 4 in 1 rosa e verde"|"0000000001"|"0000038.39"
"#23965"|"21607317"|"00000000000000231059"|"201705005030403"|"20170123"|"3"|"RB3A012827"|"BROTHER MAX-70025BG2-Contenitori svezzamento seconda fase"|"0000000001"|"0000038.39"
"#23964"|"21608317"|"00000000000000230319"|"201705005029511"|"20170123"|"1"|"RB3A015742"|"IIAMO-703-Cartucce termine per biberon autoriscaldante"|"0000000001"|"0000013.85"
"#23963"|"21609317"|"00000000000000230339"|"201705005029680"|"20170123"|"1"|"RB3A015742"|"IIAMO-703-Cartucce termine per biberon autoriscaldante"|"0000000002"|"0000041.66"
"#23963"|"21609317"|"00000000000000230339"|"201705005029680"|"20170123"|"2"|"RB3A015738"|"IIAMO-105-Biberon autoriscaldante da viaggio bianco e rosa"|"0000000001"|"0000041.66"
"#23956"|"21610317"|"00000000000000230349"|"201705005029652"|"20170123"|"1"|"RB3A015741"|"IIAMO-108-Biberon autoriscaldante da viaggio bianco e blu"|"0000000001"|"0000034.71"
"#23956"|"21610317"|"00000000000000230349"|"201705005029652"|"20170123"|"2"|"RB3A015742"|"IIAMO-703-Cartucce termine per biberon autoriscaldante"|"0000000001"|"0000034.71"
"#23953"|"21611317"|"00000000000000231009"|"201705005030296"|"20170123"|"1"|"RB3A014890"|"ROCKETBABY-RBP16332-Cesto Portagiochi Elefante"|"0000000001"|"0000067.72"
"#23953"|"21611317"|"00000000000000231009"|"201705005030296"|"20170123"|"2"|"RB3A016476"|"ROCKETBABY-RBP16361-Cesto Passeggino Coniglio"|"0000000001"|"0000067.72"
"#23952"|"21612317"|"00000000000000230889"|"201705005030364"|"20170123"|"1"|"RB3A009901"|"A LITTLE LOVELY COMPANY-LTCW025-Lampada Mini Nuvoletta Bianca"|"0000000001"|"0000019.86"
"#23947"|"21613317"|"00000000000000230369"|"201705005029539"|"20170123"|"1"|"RB3A015747"|"IIAMO-401-Beccuccio per biberon autoriscaldante bianco"|"0000000001"|"0000021.25"
"#23947"|"21613317"|"00000000000000230369"|"201705005029539"|"20170123"|"2"|"RB3A015742"|"IIAMO-703-Cartucce termine per biberon autoriscaldante"|"0000000001"|"0000021.25"
"#23944"|"21614317"|"00000000000000230899"|"201705005030360"|"20170123"|"1"|"RB3A009915"|"A LITTLE LOVELY COMPANY-LTIB006-Lampada Grande Gelato Puffo"|"0000000001"|"0000022.76"
"#23939"|"21615317"|"00000000000000230359"|"201705005029546"|"20170123"|"1"|"RB3A015741"|"IIAMO-108-Biberon autoriscaldante da viaggio bianco e blu"|"0000000001"|"0000024.87"
"#23929"|"21616317"|"00000000000000230379"|"201705005029537"|"20170123"|"1"|"RB3A015742"|"IIAMO-703-Cartucce termine per biberon autoriscaldante"|"0000000001"|"0000021.25"
"#23929"|"21616317"|"00000000000000230379"|"201705005029537"|"20170123"|"2"|"RB3A015747"|"IIAMO-401-Beccuccio per biberon autoriscaldante bianco"|"0000000001"|"0000021.25"
"#23923"|"21617317"|"00000000000000230589"|"201705005029712"|"20170123"|"1"|"RB3A017499"|"EFFII-5901832945215-Sciarpa Di Cachemire Silver Con Pom Pom S 70cm"|"0000000001"|"0000031.86"
"#23834"|"21618317"|"00000000000000230739"|"201705005029610"|"20170123"|"1"|"RB3A017510"|"EFFII-5901832945321-Berretto Di Cachemire Con Orecchie Grigio M-42cm"|"0000000001"|"0000036.86"
"#23648"|"21619317"|"00000000000000230279"|"201705005030054"|"20170123"|"1"|"RB3A014983"|"MINILAND-89080-Thermokit blue"|"0000000001"|"0000037.80"
"#23608"|"21620317"|"00000000000000230289"|"201705005030063"|"20170123"|"1"|"RB3A014983"|"MINILAND-89080-Thermokit blue"|"0000000001"|"0000037.80"
"#23558"|"21621317"|"00000000000000230539"|"201705005029787"|"20170123"|"1"|"RB3A017505"|"EFFII-5901832945277-Berretto Di Cachemire Con Orecchie Ecru L-48cm"|"0000000001"|"0000064.82"
"#23558"|"21621317"|"00000000000000230539"|"201705005029787"|"20170123"|"2"|"RB3A017498"|"EFFII-5901832945208-Sciarpa Di Cachemire Ecru Con Pom Pom L 100cm"|"0000000001"|"0000064.82"
"#23553"|"21622317"|"00000000000000230549"|"201705005029794"|"20170123"|"1"|"RB3A017505"|"EFFII-5901832945277-Berretto Di Cachemire Con Orecchie Ecru L-48cm"|"0000000001"|"0000064.82"
"#23553"|"21622317"|"00000000000000230549"|"201705005029794"|"20170123"|"2"|"RB3A017498"|"EFFII-5901832945208-Sciarpa Di Cachemire Ecru Con Pom Pom L 100cm"|"0000000001"|"0000064.82"
