"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#24088"|"21694317"|"00000000000000231199"|"201705005031841"|"20170124"|"1"|"RB3A009312"|"ROCKETBABY-RBP15100301-Cesto per Passeggino Camaleonte"|"0000000001"|"0000036.86"
"#24086"|"21695317"|"00000000000000231479"|"201705005031809"|"20170124"|"1"|"RB3A016477"|"ROCKETBABY-RBP16362-Cesto Passeggino Pecora"|"0000000001"|"0000036.86"
"#24065"|"21696317"|"00000000000000231139"|"201705005031868"|"20170124"|"1"|"RB20012R"|"Duux-DUBP01P-Proiettore per Bambini Rosa"|"0000000001"|"0000042.76"
"#24061"|"21697317"|"00000000000000231159"|"201705005031938"|"20170124"|"1"|"RB20012X"|"Duux-DUAH02-Umidificatore D'aria Funghetto Rosso"|"0000000001"|"0000070.86"
"#24043"|"21698317"|"00000000000000231889"|"201705005032098"|"20170124"|"1"|"RB3A016594"|"THE REWARD BOX-700461569534-La Cassetta Delle Fate"|"0000000001"|"0000043.70"
"#24041"|"21699317"|"00000000000000231879"|"201705005032216"|"20170124"|"1"|"RB3A017495"|"BOON-B373-Scolaposate e Scola Biberon Quadrato"|"0000000001"|"0000031.76"
"#24032"|"21700317"|"00000000000000231429"|"201705005032002"|"20170124"|"1"|"RB3A015741"|"IIAMO-108-Biberon autoriscaldante da viaggio bianco e blu"|"0000000001"|"0000026.86"
"#24026"|"21701317"|"00000000000000231279"|"201705005032535"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#24016"|"21702317"|"00000000000000231659"|"201705005032429"|"20170124"|"1"|"RB3A012600"|"ROCKETBABY-RBP16310-Lampada Stella Bianca"|"0000000001"|"0000061.78"
"#24016"|"21702317"|"00000000000000231659"|"201705005032429"|"20170124"|"2"|"RB3A009904"|"A LITTLE LOVELY COMPANY-LTCO027-Lampada Mini Cookie"|"0000000001"|"0000061.78"
"#24016"|"21702317"|"00000000000000231659"|"201705005032429"|"20170124"|"3"|"RB3A009903"|"A LITTLE LOVELY COMPANY-LTMI026-Lampada Mini Latte"|"0000000001"|"0000061.78"
"#24014"|"21703317"|"00000000000000231789"|"201705005032275"|"20170124"|"1"|"RB3A013050"|"A LITTLE LOVELY COMPANY-LTSU029-Lampada Mini Sole"|"0000000001"|"0000019.86"
"#24009"|"21704317"|"00000000000000231439"|"201705005032003"|"20170124"|"1"|"RB3A015741"|"IIAMO-108-Biberon autoriscaldante da viaggio bianco e blu"|"0000000001"|"0000026.86"
"#24008"|"21705317"|"00000000000000231449"|"201705005031838"|"20170124"|"1"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000036.86"
"#24001"|"21706317"|"00000000000000231109"|"201705005031894"|"20170124"|"1"|"RB20012Q"|"Duux-DUBP01-Proiettore per Bambini Bianco"|"0000000001"|"0000042.76"
"#23997"|"21707317"|"00000000000000231749"|"201705005032299"|"20170124"|"1"|"RB3A012838"|"BROTHER MAX-71190PG2-Borraccia 2 drink in 1 rosa e verde"|"0000000001"|"0000026.40"
"#23997"|"21707317"|"00000000000000231749"|"201705005032299"|"20170124"|"2"|"RB3A015747"|"IIAMO-401-Beccuccio per biberon autoriscaldante bianco"|"0000000001"|"0000026.40"
"#23994"|"21708317"|"00000000000000231209"|"201705005031926"|"20170124"|"1"|"RB3A013893"|"BLADEeROSE-5060257461905-Leggings Rocket 3-4y"|"0000000001"|"0000033.88"
"#23994"|"21708317"|"00000000000000231209"|"201705005031926"|"20170124"|"2"|"RB3A013998"|"BLADEeROSE-5060257465743-Leggings Usa Flag 3-4y"|"0000000001"|"0000033.88"
"#23992"|"21709317"|"00000000000000231419"|"201705005032036"|"20170124"|"1"|"RB3A015742"|"IIAMO-703-Cartucce termine per biberon autoriscaldante"|"0000000001"|"0000034.71"
"#23992"|"21709317"|"00000000000000231419"|"201705005032036"|"20170124"|"2"|"RB3A015738"|"IIAMO-105-Biberon autoriscaldante da viaggio bianco e rosa"|"0000000001"|"0000034.71"
"#23988"|"21710317"|"00000000000000231839"|"201705005032261"|"20170124"|"1"|"RB3A014890"|"ROCKETBABY-RBP16332-Cesto Portagiochi Elefante"|"0000000001"|"0000033.87"
"#23980"|"21711317"|"00000000000000231289"|"201705005032537"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23979"|"21712317"|"00000000000000231639"|"201705005032372"|"20170124"|"1"|"RB3A009901"|"A LITTLE LOVELY COMPANY-LTCW025-Lampada Mini Nuvoletta Bianca"|"0000000001"|"0000019.86"
"#23978"|"21713317"|"00000000000000231759"|"201705005032118"|"20170124"|"1"|"RB3A012841"|"BROTHER MAX-70506PK2-Lucina notturna coniglietto"|"0000000001"|"0000037.70"
"#23974"|"21714317"|"00000000000000231619"|"201705005032384"|"20170124"|"1"|"RB3A009911"|"A LITTLE LOVELY COMPANY-LTIM016-Lampada Mini Gelato Menta"|"0000000001"|"0000093.81"
"#23974"|"21714317"|"00000000000000231619"|"201705005032384"|"20170124"|"2"|"RB3A015274"|"KAISER-6570633-Sacco passeggino rosso"|"0000000001"|"0000093.81"
"#23974"|"21714317"|"00000000000000231619"|"201705005032384"|"20170124"|"3"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000001"|"0000093.81"
"#23972"|"21715317"|"00000000000000231739"|"201705005032302"|"20170124"|"1"|"RB3A012835"|"BROTHER MAX-71244PG2-Set 2 cucchiaini termosensibili rosa e verde"|"0000000001"|"0000015.90"
"#23971"|"21716317"|"00000000000000231509"|"201705005031822"|"20170124"|"1"|"RB3A017504"|"EFFII-5901832945260-Berretto Di Cachemire Con Orecchie Ecru M-42cm"|"0000000001"|"0000036.86"
"#23970"|"21717317"|"00000000000000231599"|"201705005032405"|"20170124"|"1"|"RB3A008980"|"TYRRELL KATZ-Posate elefanti"|"0000000001"|"0000055.64"
"#23970"|"21717317"|"00000000000000231599"|"201705005032405"|"20170124"|"2"|"RB3A008930"|"TYRRELL KATZ-Bicchiere elefanti"|"0000000001"|"0000055.64"
"#23970"|"21717317"|"00000000000000231599"|"201705005032405"|"20170124"|"3"|"RB3A008955"|"TYRRELL KATZ-Bicchiere trasparente Giungla"|"0000000001"|"0000055.64"
"#23970"|"21717317"|"00000000000000231599"|"201705005032405"|"20170124"|"4"|"RB3A008956"|"TYRRELL KATZ-Bicchiere trasparente elefanti"|"0000000001"|"0000055.64"
"#23967"|"21718317"|"00000000000000231669"|"201705005032347"|"20170124"|"1"|"RB3A009904"|"A LITTLE LOVELY COMPANY-LTCO027-Lampada Mini Cookie"|"0000000001"|"0000070.72"
"#23967"|"21718317"|"00000000000000231669"|"201705005032347"|"20170124"|"2"|"RB3A014883"|"ROCKETBABY-RBP16346-Sacco Nanna Balena Blu Oceano"|"0000000001"|"0000070.72"
"#23948"|"21719317"|"00000000000000231409"|"201705005032490"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000114.36"
"#23948"|"21719317"|"00000000000000231409"|"201705005032490"|"20170124"|"2"|"RB3A015738"|"IIAMO-105-Biberon autoriscaldante da viaggio bianco e rosa"|"0000000001"|"0000114.36"
"#23934"|"21720317"|"00000000000000231299"|"201705005032538"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23809"|"21721317"|"00000000000000231309"|"201705005032552"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23784"|"21722317"|"00000000000000231249"|"201705005031986"|"20170124"|"1"|"RB3A014983"|"MINILAND-89080-Thermokit blue"|"0000000001"|"0000037.80"
"#23761"|"21723317"|"00000000000000231319"|"201705005032798"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23750"|"21724317"|"00000000000000231329"|"201705005032799"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23738"|"21725317"|"00000000000000231259"|"201705005031983"|"20170124"|"1"|"RB3A014983"|"MINILAND-89080-Thermokit blue"|"0000000001"|"0000037.80"
"#23732"|"21726317"|"00000000000000231339"|"201705005032807"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23723"|"21727317"|"00000000000000231349"|"201705005032805"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23718"|"21728317"|"00000000000000231359"|"201705005032803"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23716"|"21729317"|"00000000000000231369"|"201705005032800"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23650"|"21730317"|"00000000000000231269"|"201705005031981"|"20170124"|"1"|"RB3A014983"|"MINILAND-89080-Thermokit blue"|"0000000001"|"0000058.60"
"#23650"|"21730317"|"00000000000000231269"|"201705005031981"|"20170124"|"2"|"RB3A014984"|"MINILAND-89143-Baby kit blue"|"0000000001"|"0000058.60"
"#24071"|"21731317"|"00000000000000231499"|"201705005031864"|"20170124"|"1"|"RB3A017743"|"KAISER-65708224-Sacco passeggino Igloo Grigio 105x48"|"0000000001"|"0000000.00"
"#24070"|"21732317"|"00000000000000231699"|"201705005032342"|"20170124"|"1"|"RB3A012457"|"VULLI-616324-Sophie la giraffa"|"0000000001"|"0000000.00"
"#24068"|"21733317"|"00000000000000231579"|"201705005032340"|"20170124"|"1"|"RB3A008920"|"TYRRELL KATZ-Snack Boxes principesse"|"0000000001"|"0000000.00"
"#24064"|"21734317"|"00000000000000231459"|"201705005031825"|"20170124"|"1"|"RB3A016476"|"ROCKETBABY-RBP16361-Cesto Passeggino Coniglio"|"0000000001"|"0000000.00"
"#24046"|"21735317"|"00000000000000231549"|"201705005032325"|"20170124"|"1"|"RB2000Z7"|"Play e go-CLASSIC_TURQUOISE-Sacco Portagiochi Turchese"|"0000000001"|"0000000.00"
"#24034"|"21736317"|"00000000000000231559"|"201705005032331"|"20170124"|"1"|"RB2000Z9"|"Play e go-ZIGZAG_BLUE-Sacco Portagiochi a Zigzag Bianco e blu"|"0000000001"|"0000000.00"
"#24031"|"21737317"|"00000000000000231809"|"201705005032286"|"20170124"|"1"|"RB3A013571"|"BLADEeROSE-5060257465750-Leggings Crazy Cat 0-6m"|"0000000001"|"0000000.00"
"#24031"|"21737317"|"00000000000000231809"|"201705005032286"|"20170124"|"2"|"RB3A013642"|"BLADEeROSE-5060257461912-Leggings Fire engine 0-6m"|"0000000001"|"0000000.00"
"#24030"|"21738317"|"00000000000000231179"|"201705005031962"|"20170124"|"1"|"RB3A010042"|"DUUX-DUATH03-Olio Essenziale alla Citronella per Umidificatore"|"0000000001"|"0000000.00"
"#24030"|"21738317"|"00000000000000231179"|"201705005031962"|"20170124"|"2"|"RB20012X"|"Duux-DUAH02-Umidificatore D'aria Funghetto Rosso"|"0000000001"|"0000000.00"
"#24029"|"21739317"|"00000000000000231119"|"201705005031896"|"20170124"|"1"|"RB20012Q"|"Duux-DUBP01-Proiettore per Bambini Bianco"|"0000000001"|"0000000.00"
"#24020"|"21740317"|"00000000000000231469"|"201705005031827"|"20170124"|"1"|"RB3A016476"|"ROCKETBABY-RBP16361-Cesto Passeggino Coniglio"|"0000000001"|"0000000.00"
"#24011"|"21741317"|"00000000000000231849"|"201705005032236"|"20170124"|"1"|"RB3A014894"|"ROCKETBABY-RBP16336-Scatola Portagiochi Balena"|"0000000001"|"0000000.00"
"#24011"|"21741317"|"00000000000000231849"|"201705005032236"|"20170124"|"2"|"RB3A014895"|"ROCKETBABY-RBP16337-Scatola Portagiochi Coniglio"|"0000000001"|"0000000.00"
"#24011"|"21741317"|"00000000000000231849"|"201705005032236"|"20170124"|"3"|"RB3A014896"|"ROCKETBABY-RBP16338-Scatola Portagiochi Elefante"|"0000000001"|"0000000.00"
"#24003"|"21742317"|"00000000000000231569"|"201705005032336"|"20170124"|"1"|"RB3A008914"|"TYRRELL KATZ-Snack Boxes dinosauri"|"0000000001"|"0000000.00"
"#23975"|"21743317"|"00000000000000231379"|""|"20170124"|"1"|"RB3A014986"|"AQUASCALE-94032080-Supporto per vaschetta digitale"|"0000000001"|"0000000.00"
"#23975"|"21743317"|"00000000000000231379"|""|"20170124"|"2"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000000.00"
"#23969"|"21744317"|"00000000000000231799"|"201705005032289"|"20170124"|"1"|"RB3A013494"|"BLADEeROSE-5060257467150-Bibs Black and grey Crazy Cat"|"0000000001"|"0000000.00"
"#23687"|"21745317"|"00000000000000231219"|"201705005031902"|"20170124"|"1"|"RB3A014761"|"MOCCIS- S676945-Mocassino da Casa Stoney River 20-21"|"0000000002"|"0000000.00"
"#24017"|"21746317"|"00000000000000231629"|"201705005032381"|"20170124"|"1"|"RB3A009821"|"FCTRY-GLSTA25-Occhiali da Sole Baby Gialli 0-2 anni"|"0000000001"|"0000000.00"
"#24087"|"21747317"|"00000000000000231129"|"201705005031897"|"20170124"|"1"|"RB20012Q"|"Duux-DUBP01-Proiettore per Bambini Bianco"|"0000000001"|"0000000.00"
"#24082"|"21748317"|"00000000000000231769"|"201705005032119"|"20170124"|"1"|"RB3A012841"|"BROTHER MAX-70506PK2-Lucina notturna coniglietto"|"0000000001"|"0000000.00"
"#24081"|"21749317"|"00000000000000231869"|"201705005032111"|"20170124"|"1"|"RB3A015626"|"JET KIDS- BEDBOX RED-Lettino da viaggio treno e aereo rosso"|"0000000001"|"0000000.00"
"#24075"|"21750317"|"00000000000000231169"|"201705005031939"|"20170124"|"1"|"RB20012X"|"Duux-DUAH02-Umidificatore D'aria Funghetto Rosso"|"0000000001"|"0000000.00"
"#24072"|"21751317"|"00000000000000231709"|"201705005032312"|"20170124"|"1"|"RB3A012541"|"BLOOMINGVILLE-22204554-Ripiano Nuvola Grande"|"0000000001"|"0000000.00"
"#24072"|"21751317"|"00000000000000231709"|"201705005032312"|"20170124"|"2"|"RB3A012600"|"ROCKETBABY-RBP16310-Lampada Stella Bianca"|"0000000001"|"0000000.00"
"#24052"|"21752317"|"00000000000000231689"|"201705005032256"|"20170124"|"1"|"RB3A011136"|"ROCKETBABY-RBP16305-Cesto Contenitore ZigZag Rosso"|"0000000001"|"0000000.00"
"#24052"|"21752317"|"00000000000000231689"|"201705005032256"|"20170124"|"2"|"RB3A011137"|"ROCKETBABY-RBP16306-Cesto Contenitore ZigZag Verde"|"0000000001"|"0000000.00"
"#24045"|"21753317"|"00000000000000231589"|"201705005032362"|"20170124"|"1"|"RB3A010013"|"A LITTLE LOVELY COMPANY-PBKR002-Sacco Portaoggetti in Carta Natural"|"0000000001"|"0000000.00"
"#24045"|"21753317"|"00000000000000231589"|"201705005032362"|"20170124"|"2"|"RB3A008925"|"TYRRELL KATZ-Bicchiere dinosauri"|"0000000001"|"0000000.00"
"#24036"|"21754317"|"00000000000000231389"|"201705005032801"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000000.00"
"#24035"|"21755317"|"00000000000000231489"|"201705005031810"|"20170124"|"1"|"RB3A016477"|"ROCKETBABY-RBP16362-Cesto Passeggino Pecora"|"0000000001"|"0000000.00"
"#24028"|"21756317"|"00000000000000231519"|"201705005032415"|"20170124"|"1"|"RB3A009917"|"A LITTLE LOVELY COMPANY-LTIP005-Lampada Grande Gelato Fragola"|"0000000001"|"0000000.00"
"#24028"|"21756317"|"00000000000000231519"|"201705005032415"|"20170124"|"2"|"RB3A012841"|"BROTHER MAX-70506PK2-Lucina notturna coniglietto"|"0000000001"|"0000000.00"
"#24028"|"21756317"|"00000000000000231519"|"201705005032415"|"20170124"|"3"|"RB3A016477"|"ROCKETBABY-RBP16362-Cesto Passeggino Pecora"|"0000000001"|"0000000.00"
"#24028"|"21756317"|"00000000000000231519"|"201705005032415"|"20170124"|"4"|"RB2000DD"|"MAMMA BABY OLCELLI-om500b-Olio Mandorle"|"0000000001"|"0000000.00"
"#24028"|"21756317"|"00000000000000231519"|"201705005032415"|"20170124"|"5"|"RB2000DA"|"MAMMA BABY OLCELLI-shsap500b-Sapone Liquido"|"0000000001"|"0000000.00"
"#24028"|"21756317"|"00000000000000231519"|"201705005032415"|"20170124"|"6"|"RB3A010998"|"A LITTLE LOVELY COMPANY-MSLG002-Stckers Commemorativi Little Girl"|"0000000001"|"0000000.00"
"#24024"|"21757317"|"00000000000000231719"|"201705005032252"|"20170124"|"1"|"RB3A012546"|"BLOOMINGVILLE-46200001-Set 3 valigette Scoiattolina"|"0000000001"|"0000000.00"
"#24023"|"21758317"|"00000000000000231779"|"201705005032122"|"20170124"|"1"|"RB3A012841"|"BROTHER MAX-70506PK2-Lucina notturna coniglietto"|"0000000001"|"0000000.00"
"#24019"|"21759317"|"00000000000000231859"|"201705005032093"|"20170124"|"1"|"RB3A015397"|"BIG MOUTH-BMSTPB-Gonfiabile da neve Orso Polare"|"0000000001"|"0000000.00"
"#24002"|"21760317"|"00000000000000231149"|"201705005031916"|"20170124"|"1"|"RB20012T"|"Duux-DUBP02-Proiettore per Bambini Bluetooth"|"0000000001"|"0000000.00"
"#23945"|"21761317"|"00000000000000231399"|"201705005032802"|"20170124"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000000.00"
"#23517"|"21762317"|"00000000000000231239"|"201705005031931"|"20170124"|"1"|"RB3A014810"|"MOCCIS- S764930-Mocassino da Casa Grease Lightning 22-23"|"0000000001"|"0000000.00"
"#23517"|"21762317"|"00000000000000231239"|"201705005031931"|"20170124"|"2"|"RB3A017429"|"EFFII-5901832942627-Copertina Double-Face Conigli Grigi e Pois Bianchi"|"0000000001"|"0000000.00"
"#23517"|"21762317"|"00000000000000231239"|"201705005031931"|"20170124"|"3"|"RB3A017497"|"EFFII-5901832945192-Sciarpa Di Cachemire Ecru Con Pom Pom S 70cm"|"0000000001"|"0000000.00"
"#23517"|"21762317"|"00000000000000231239"|"201705005031931"|"20170124"|"4"|"RB3A017504"|"EFFII-5901832945260-Berretto Di Cachemire Con Orecchie Ecru M-42cm"|"0000000001"|"0000000.00"
"#24084"|"21763317"|"00000000000000231729"|"201705005032307"|"20170124"|"1"|"RB3A012563"|"ELODIE DETAILS-103366-Cappellino Gilded Grey 2-3 anni"|"0000000001"|"0000000.00"
"#21993"|"21764317"|"00000000000000231229"|"201705005031922"|"20170124"|"1"|"RB3A014777"|"MOCCIS- S754523-Mocassino da Casa Pengy Brr 20-21"|"0000000001"|"0000000.00"
"#23274"|"21765317"|"00000000000000231539"|"201705005032435"|"20170124"|"1"|"RB3A010003"|"CHILDHOME-CCFTBOSP-Borsone Portagiochi Open Grigia e Rosa"|"0000000001"|"0000000.00"
"#23274"|"21765317"|"00000000000000231539"|"201705005032435"|"20170124"|"3"|"RB3A015227"|"HOBEA-4260194547873-Coperta Ovetto in Pile grigio rosa"|"0000000001"|"0000000.00"
"#23274"|"21765317"|"00000000000000231539"|"201705005032435"|"20170124"|"4"|"RB2000Z6"|"Play e go-CLASSIC_FUCHSIA-Sacco Portagiochi Fucsia"|"0000000001"|"0000000.00"
"#23233"|"21766317"|"00000000000000231829"|"201705005032266"|"20170124"|"1"|"RB3A017495"|"BOON-B373-Scolaposate e Scola Biberon Quadrato"|"0000000001"|"0000000.00"
"#23233"|"21766317"|"00000000000000231829"|"201705005032266"|"20170124"|"2"|"RB3A014887"|"ROCKETBABY-RBP16350-Sacco Nanna Balena Blu"|"0000000001"|"0000000.00"
"#23212"|"21767317"|"00000000000000231679"|"201705005032075"|"20170124"|"1"|"RB3A012526"|"BLOOMINGVILLE-62250003-Tenda Azzurra"|"0000000001"|"0000000.00"
"#23212"|"21767317"|"00000000000000231679"|"201705005032075"|"20170124"|"2"|"RB3A010095"|"PLAY e GO-diamonds_grey-Sacco Portagiochi a Quadretti Bianco e Grigio"|"0000000001"|"0000000.00"
"#23212"|"21767317"|"00000000000000231679"|"201705005032075"|"20170124"|"4"|"RB3A014990"|"PLAY e GO-Roadmap-Sacco Portagiochi Circuito"|"0000000001"|"0000000.00"
"#23212"|"21767317"|"00000000000000231679"|"201705005032075"|"20170124"|"5"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000000.00"
"#23140"|"21768317"|"00000000000000231609"|"201705005032394"|"20170124"|"1"|"RB3A008952"|"TYRRELL KATZ-Bicchiere trasparente motori"|"0000000001"|"0000000.00"
"#23140"|"21768317"|"00000000000000231609"|"201705005032394"|"20170124"|"3"|"RB3A008957"|"TYRRELL KATZ-Bicchiere trasparente giardino segreto"|"0000000001"|"0000000.00"
"#23288"|"21769317"|"00000000000000231649"|"201705005032355"|"20170124"|"1"|"RB3A009901"|"A LITTLE LOVELY COMPANY-LTCW025-Lampada Mini Nuvoletta Bianca"|"0000000001"|"0000000.00"
"#23288"|"21769317"|"00000000000000231649"|"201705005032355"|"20170124"|"3"|"RB3A014895"|"ROCKETBABY-RBP16337-Scatola Portagiochi Coniglio"|"0000000001"|"0000000.00"
"#23288"|"21769317"|"00000000000000231649"|"201705005032355"|"20170124"|"4"|"RB3A014894"|"ROCKETBABY-RBP16336-Scatola Portagiochi Balena"|"0000000001"|"0000000.00"
"#23226"|"21770317"|"00000000000000231189"|"201705005031879"|"20170124"|"1"|"RB3A009266"|"JULICA-100711-Poster della Crescita Giraffa Maschietti"|"0000000001"|"0000000.00"
"#23226"|"21770317"|"00000000000000231189"|"201705005031879"|"20170124"|"2"|"RB3A016201"|"NOPPIES-67381C092-2 paia calzini rosa baby 3-6mesi"|"0000000001"|"0000000.00"
"#23226"|"21770317"|"00000000000000231189"|"201705005031879"|"20170124"|"3"|"RB3A016433"|"NOPPIES-67306C092-Maglia rosa cuore baby 56cm"|"0000000001"|"0000000.00"
"#23163"|"21771317"|"00000000000000231819"|"201705005032281"|"20170124"|"3"|"RB3A015843"|"NOPPIES-65611C084-Camicia rossi a quadri 104cm"|"0000000001"|"0000000.00"
"#23163"|"21771317"|"00000000000000231819"|"201705005032281"|"20170124"|"4"|"RB3A013836"|"BLADEeROSE-5060257465699-Leggings Racing car 3-4y"|"0000000001"|"0000000.00"
"#23163"|"21771317"|"00000000000000231819"|"201705005032281"|"20170124"|"5"|"RB3A013931"|"BLADEeROSE-5060257461639-Hoodie Star Red 3-4y"|"0000000001"|"0000000.00"
"#23163"|"21771317"|"00000000000000231819"|"201705005032281"|"20170124"|"6"|"RB3A013982"|"BLADEeROSE-5060257465637-Leggings Tractor 2-3y"|"0000000001"|"0000000.00"
"#23138"|"21772317"|"00000000000000231529"|"201705005032408"|"20170124"|"1"|"RB2000K7-GC-M2-CO"|"LIMOBASICS-70502R 62 gri-Baby Pack"|"0000000001"|"0000000.00"
"#23138"|"21772317"|"00000000000000231529"|"201705005032408"|"20170124"|"3"|"RB2000JV-GC-M2-CO"|"LIMOBASICS-09520R 62 gri-Body Kimono a Manica Corta"|"0000000001"|"0000000.00"
"#23138"|"21772317"|"00000000000000231529"|"201705005032408"|"20170124"|"4"|"RB3A013580"|"BLADEeROSE-5060257466788-Top Crazy Cat 3-6m"|"0000000001"|"0000000.00"
