"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"RESO ORD 31867"|"3615217"|"20170719"|"20170719"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A008913"|"TYRRELL KATZ-Snack Boxes motori"|"0000000000"|"0000000001"
"RESO ORD 31867"|"3615217"|"20170719"|"20170719"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A016544"|"KANGA CARE-KCKETRNRSMS303-Mutandina Di Transizione Caribbean L"|"0000000000"|"0000000001"
"RESO ORD 31867"|"3615217"|"20170719"|"20170719"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A017405"|"LITECUP-5060168240156-Base Rossa per Bicchiere Che Si Illumina"|"0000000000"|"0000000001"
"RESO ORD 31867"|"3615217"|"20170719"|"20170719"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A018735"|"BS-BTSGA159-Gioco BS World Game"|"0000000000"|"0000000001"
"RESO ORD 31867"|"3615217"|"20170719"|"20170719"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A019672"|"BUBBLEGUM STUFF-13186-Bubblegum Stuff Space Ship Egg Shaper"|"0000000000"|"0000000001"
"RESO ORD 31867"|"3615217"|"20170719"|"20170719"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A019842"|"SKIP HOP-235100-Moby -COLORE UNICO"|"0000000000"|"0000000001"
"RESO ORD 31867"|"3615217"|"20170719"|"20170719"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A020854"|"ALECTO-AL-BC16-Repellente insetti a ultrasuoni"|"0000000000"|"0000000001"
"RESO ORD 31867"|"3615217"|"20170719"|"20170719"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A020889"|"KG DESIGN-100102-Set 2 Portagelato in Silicone Verde Acqua"|"0000000000"|"0000000002"
"RICARICO ORD 34059"|"3616217"|"20170719"|"20170719"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A019959"|"MIAMI KIDS-S15901A-NAVYBLUE-Sneaker Slip on Baby Blu Navy-21"|"0000000000"|"0000000001"
