"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014424"|"TOBY TIGER-LSACAR-Maglia Maniche Lunghe Macchinina 1-2 anni"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014425"|"TOBY TIGER-LSACAR-Maglia Maniche Lunghe Macchinina 2-3 anni"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014454"|"TOBY TIGER-DUCREST-Salopette Rossa con Stelle Bianche 2-3 anni"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014457"|"TOBY TIGER-DUCSQUIR-Salopette Scoiattoli 1-2 anni"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014463"|"TOBY TIGER-DUCDINO-Salopette Dinosauri 3-6 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014474"|"TOBY TIGER-TRCREST-Pantaloni Rossi Stelle Bianche baby boy 6-12 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014487"|"TOBY TIGER-SLASPID-Pigiamino lungo a righe Ragnetto 6-12 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014493"|"TOBY TIGER-SLABWHALE-Pigiamino lungo a righe Balena 6-12 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|""|"00000000"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014510"|"TOBY TIGER-LSAMOUSE-Maglia Maniche Lunghe Topolina 2-3 anni"|"0000000000"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014524"|"TOBY TIGER-LSARABBIT-Maglia Maniche Lunghe Coniglietta 4-5 anni"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014533"|"TOBY TIGER-SLAYDUCK-Pigiamino lungo a righe Anatroccoli 3-6 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A014534"|"TOBY TIGER-SLAYDUCK-Pigiamino lungo a righe Anatroccoli 6-12 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A015018"|"TOBY TIGER-HOFLGIRLST-Felpa con cappuccio a strisce bambina 3-4 anni"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A015033"|"TOBY TIGER-SLOGIRSTR-Tutina pigiamino a righe bambina 0-3 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A015037"|"TOBY TIGER-SLOBMULTST-Tutina pigiamino a righe maschietto 3-6 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A015065"|"TOBY TIGER-SLAPCAT-Tutina pigiamino gattino 6-12 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A015067"|"TOBY TIGER-SLAMTREX-Tutina pigiamino T-REX 3-6 mesi"|"0000000002"|"0000000002"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A015071"|"TOBY TIGER-SLABLION-Tutina pigiamino leoncino 6-12 mesi"|"0000000001"|"0000000001"
"PO31934"|"2691217"|"20170406"|"20170406"|"PO31934"|"20170321"|"FO20170321_PO31934"|"Toby Tiger"|"RB3A015080"|"TOBY TIGER-CUSHSAUSB01/W-Cuscino bassotto"|"0000000001"|"0000000001"
"PO31948"|"2689217"|"20170405"|"20170406"|"PO31948"|"20170324"|"FO20170324_PO31948"|"Miniland"|"RB3A014981"|"MINILAND-89119-Thermokit pink"|"0000000002"|"0000000002"
"PO31948"|"2689217"|"20170405"|"20170406"|"PO31948"|"20170324"|"FO20170324_PO31948"|"Miniland"|"RB3A014982"|"MINILAND-89125-Baby kit pink"|"0000000004"|"0000000004"
"PO31948"|"2689217"|"20170405"|"20170406"|"PO31948"|"20170324"|"FO20170324_PO31948"|"Miniland"|"RB3A014983"|"MINILAND-89080-Thermokit blue"|"0000000002"|"0000000002"
"PO31948"|"2689217"|"20170405"|"20170406"|"PO31948"|"20170324"|"FO20170324_PO31948"|"Miniland"|"RB3A014984"|"MINILAND-89143-Baby kit blue"|"0000000004"|"0000000004"
"PO31958"|"2693217"|"20170406"|"20170406"|"PO31958"|"20170327"|"FO20170327_PO31958"|"COQ EN PATE"|"RB3A007730"|"COQ EN PATE-L15SACRUKMBPAN-Sacca Panda"|"0000000005"|"0000000005"
"PO31958"|"2693217"|"20170406"|"20170406"|"PO31958"|"20170327"|"FO20170327_PO31958"|"COQ EN PATE"|"RB3A007733"|"COQ EN PATE-L15SACRUKMBTOR-Sacca Tartaruga"|"0000000005"|"0000000005"
