"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32886"|"4005217"|"20170905"|"20170905"|"PO32886"|"20170828"|"FO20170828_PO32886"|"Liliputi"|"RB3A017520"|"LILIPUTI-2006002020112-Marsupio Rainbow Line Elegance"|"0000000001"|"0000000001"
"PO32901"|"4002217"|"20170905"|"20170905"|"PO32901"|"20170829"|"FO20170829_PO32901"|"Toby Tiger"|"RB3A015044"|"TOBY TIGER-LSBGDINO-Set di 2 Tutine pigiamino dinosauri 6-12 mesi"|"0000000001"|"0000000001"
"PO32926"|"4004217"|"20170905"|"20170905"|"PO32926"|"20170831"|"FO20170831_PO32926"|"Drink in the Box"|"RB3A020718"|"DRINK IN THE BOX-1908GRPM-Borraccia con Cannuccia Integrata 235 ml Verde"|"0000000006"|"0000000006"
"PO32886"|"4005217"|"20170905"|"20170905"|"PO32886"|"20170828"|"FO20170828_PO32886"|"Liliputi"|"RB3A017516"|"LILIPUTI-2006002020150-Marsupio Rainbow Line Skully"|"0000000001"|"0000000001"
"PO32901"|"4002217"|"20170905"|"20170905"|"PO32901"|"20170829"|"FO20170829_PO32901"|"Toby Tiger"|"RB3A015020"|"TOBY TIGER-HOFLGIRLST-Felpa con cappuccio a strisce bambina 5-6 anni"|"0000000001"|"0000000001"
"PO32929"|"4003217"|"20170905"|"20170905"|"PO32929"|"20170831"|"FO20170831_PO32929"|"Nuota con Flipper"|"RB3A020243"|"NUOTA CON FLIPPER-2000994052083-CELESTE-Ciambella Collo Azzurra"|"0000000003"|"0000000003"
"PO32926"|"4004217"|"20170905"|"20170905"|"PO32926"|"20170831"|"FO20170831_PO32926"|"Drink in the Box"|"RB3A020722"|"DRINK IN THE BOX-1912GRPM-Borraccia con Cannuccia Integrata 355 ml Verde"|"0000000006"|"0000000006"
"PO32886"|"4005217"|"20170905"|"20170905"|"PO32886"|"20170828"|"FO20170828_PO32886"|"Liliputi"|"RB3A017528"|"LILIPUTI-2006003010006-Marsupio Mei Tai Lavendering"|"0000000002"|"0000000002"
"PO32886"|"4005217"|"20170905"|"20170905"|"PO32886"|"20170828"|"FO20170828_PO32886"|"Liliputi"|"RB3A017534"|"LILIPUTI-2006004020141-Stretchy Wrap Feather"|"0000000001"|"0000000001"
"PO32901"|"4002217"|"20170905"|"20170905"|""|"00000000"|"FO20170829_PO32901"|"Toby Tiger"|"RB3A014536"|"TOBY TIGER-TTGFOX-Calzamaglia Volpe 6-12 mesi"|"0000000000"|"0000000001"
"PO32929"|"4003217"|"20170905"|"20170905"|"PO32929"|"20170831"|"FO20170831_PO32929"|"Nuota con Flipper"|"RB3A020241"|"NUOTA CON FLIPPER-2000994052083-GIALLO-Ciambella Collo Gialla"|"0000000003"|"0000000003"
"PO32901"|"4002217"|"20170905"|"20170905"|""|"00000000"|"FO20170829_PO32901"|"Toby Tiger"|"RB3A014541"|"TOBY TIGER-TTOWL-Calzamaglia Gufo 6-12 mesi"|"0000000000"|"0000000001"
"PO32926"|"4004217"|"20170905"|"20170905"|"PO32926"|"20170831"|"FO20170831_PO32926"|"Drink in the Box"|"RB3A020721"|"DRINK IN THE BOX-1912BLPM-Borraccia con Cannuccia Integrata 355 ml Blu"|"0000000006"|"0000000006"
"PO32926"|"4004217"|"20170905"|"20170905"|"PO32926"|"20170831"|"FO20170831_PO32926"|"Drink in the Box"|"RB3A020813"|"DRINK IN THE BOX-1900SCRP-Set 8 Etichette Rescrivibili per Borraccia e Snack Box"|"0000000012"|"0000000012"
"PO32929"|"4003217"|"20170905"|"20170905"|"PO32929"|"20170831"|"FO20170831_PO32929"|"Nuota con Flipper"|"RB3A020240"|"NUOTA CON FLIPPER-2000994052083-ROSSO-Ciambella Collo Rossa"|"0000000003"|"0000000003"
"PO32929"|"4003217"|"20170905"|"20170905"|"PO32929"|"20170831"|"FO20170831_PO32929"|"Nuota con Flipper"|"RB3A020242"|"NUOTA CON FLIPPER-2000994052083-VERDE-Ciambella Collo Verde"|"0000000003"|"0000000003"
"PO32901"|"4002217"|"20170905"|"20170905"|"PO32901"|"20170829"|"FO20170829_PO32901"|"Toby Tiger"|"RB3A015053"|"TOBY TIGER-LSBGBOLD-Set di 2 Body maniche lunghe a righe rosse e blu con toppe 6-12 mesi"|"0000000001"|"0000000001"
"PO32926"|"4004217"|"20170905"|"20170905"|"PO32926"|"20170831"|"FO20170831_PO32926"|"Drink in the Box"|"RB3A020720"|"DRINK IN THE BOX-1908ORPM-Borraccia con Cannuccia Integrata 235 ml Arancione"|"0000000006"|"0000000006"
