"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A009981"|"CHILDHOME-CCCB60GS-Cesto Contenitore Stella Grigio 60x32x32"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A009985"|"CHILDHOME-CCCB20GS-Cesto Contenitore Stella Grigio 32x20x20"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A009986"|"CHILDHOME-CCCB20DB-Cesto Contenitore Stella Blu scuro 32x20x20"|"0000000002"|"0000000002"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A009989"|"CHILDHOME-CCCB30GS-Cesto Contenitore Stella Grigio 20x40x30"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A009994"|"CHILDHOME-CCCB29DB-Cesto Contenitore Stella Blu scuro 32x32x29"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A010014"|"CHILDHOME-CCFDHAB-Appendiporta Menta It's a Boy"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A010037"|"CHILDHOME-RCKW-Sedia a Dondolo per Bambini Bianca"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A010155"|"CHILDHOME-CCCOTF-Coprifasciatoio Fucsia"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A010157"|"CHILDHOME-CCCOTTU-Coprifasciatoio Tuchese"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A010161"|"CHILDHOME-CCCOTWHPMG-Coprifasciatoio Grigio Chiaro"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A010901"|"CHILDHOME-CWNBCAB-Marsupio da Mare in Neoprene Blu e Arancione"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A018218"|"CHILDHOME-CHSBCKST23-CESTO CONTENITORE SMALL STUFF"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A018228"|"CHILDHOME-CWRFCR-MACCHININA A DONDOLO ROSSA"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A018229"|"CHILDHOME-CWRFCG-MACCHININA A DONDOLO GRIGIA"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A018231"|"CHILDHOME-CCCHMAJG-FASCIATOIO DA BORSETTA GRIGIO SCURO"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A018235"|"CHILDHOME-CHBIBGBB-BAVAGLINO CON SACCHETTA PER BIMBO CON FARFALLINO GRIGIO"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A018241"|"CHILDHOME-CCMBCJG-RIVESTIMENTO PER CESTA PORTABEBE' - JERSEY GREY"|"0000000001"|"0000000001"
"PO32283"|"3070217"|"20170525"|"20170529"|"PO32283"|"20170518"|"FO20170518_PO32283"|"ChildHome"|"RB3A018243"|"CHILDHOME-MBSR-CESTA PORTABEBE' IN VIMINI"|"0000000001"|"0000000001"
"PO32286"|"3069217"|"20170529"|"20170529"|""|"00000000"|"FO20170518_PO32286"|"Effii"|"RB3A017457"|"EFFII-5901832942108-Cuffia Neonato Grigia Con Cuore Bianco 0-1 mese"|"0000000000"|"0000000002"
"PO32286"|"3069217"|"20170529"|"20170529"|""|"00000000"|"FO20170518_PO32286"|"Effii"|"RB3A017463"|"EFFII-5901832942887-Cuffia Neonato Rosa Con Pois Grigi 0-1 mese"|"0000000000"|"0000000001"
"PO32307"|"3074217"|"20170529"|"20170529"|"PO32307"|"20170522"|"FO20170522_PO32307"|"Skip Hop"|"RB3A019811"|"SKIP HOP-187203-Coperta Cuscino - SCIMMIA"|"0000000001"|"0000000001"
"PO32307"|"3074217"|"20170529"|"20170529"|"PO32307"|"20170522"|"FO20170522_PO32307"|"Skip Hop"|"RB3A019815"|"SKIP HOP-210203-Zoo Pack-SCIMMIA"|"0000000001"|"0000000001"
"PO32307"|"3074217"|"20170529"|"20170529"|"PO32307"|"20170522"|"FO20170522_PO32307"|"Skip Hop"|"RB3A019816"|"SKIP HOP-210204-Zoo Pack-GUFO"|"0000000002"|"0000000002"
