"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32487"|"3382217"|"20170627"|"20170627"|"PO32487"|"20170616"|"FO20170616_PO32487"|"Diaperchamp"|"RB3A020169"|"DIAPERCHAMP-DCR-Pattumiera Mangiapannolini Intrappolaodori Regular"|"0000000001"|"0000000001"
"PO32487"|"3382217"|"20170627"|"20170627"|"PO32487"|"20170616"|"FO20170616_PO32487"|"Diaperchamp"|"RB3A020170"|"DIAPERCHAMP-DCM-Pattumiera Mangiapannolini Intrappolaodori Medium"|"0000000001"|"0000000001"
"PO32500"|"3381217"|"20170627"|"20170627"|"PO32500"|"20170620"|"FO20170620_PO32500"|"Bamboom"|"RB3A013056"|"BAMBOOM-104-000-003-AIR 'N GO - Stroller mattress GRIGIO-0"|"0000000001"|"0000000001"
"PO32500"|"3381217"|"20170627"|"20170627"|"PO32500"|"20170620"|"FO20170620_PO32500"|"Bamboom"|"RB3A013131"|"BAMBOOM-104-000-117-BODY Short sleeves (front opening) BIANCO-TAGLIA-3M"|"0000000001"|"0000000001"
"PO32500"|"3381217"|"20170627"|"20170627"|"PO32500"|"20170620"|"FO20170620_PO32500"|"Bamboom"|"RB3A013138"|"BAMBOOM-104-000-121-BODY Sleeveless (shoulder opening) BIANCO-TAGLIA-9-12M"|"0000000006"|"0000000006"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019449"|"FUNKY BOX-FB06-Porta Salviettine Umidificate Funky Box Rosa con Cuore Bianco"|"0000000008"|"0000000008"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019450"|"FUNKY BOX-FB07-Porta Salviettine Umidificate Funky Box Bianco con Cuore Argentato"|"0000000002"|"0000000002"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019451"|"FUNKY BOX-FB08-Porta Salviettine Umidificate Funky Box Fucsia con Cuore Bianco"|"0000000003"|"0000000003"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019452"|"FUNKY BOX-FB13-Porta Salviettine Umidificate Funky Box Grigio con Stella Bianca"|"0000000001"|"0000000001"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019454"|"FUNKY BOX-FBTG01-Porta Salviettine Umidificate da Viaggio Funky Box Azzurro con Stella Bianca"|"0000000003"|"0000000003"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019455"|"FUNKY BOX-FBTG04-Porta Salviettine Umidificate da Viaggio Funky Box Azzurro Pastello con Stella Argento"|"0000000002"|"0000000002"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019458"|"FUNKY BOX-FBTG13-Porta Salviettine Umidificate da Viaggio Funky Box Grigio Chiaro con Stella Bianca"|"0000000005"|"0000000005"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019528"|"FUNKY BOX-FB23-Porta Salviettine Umidificate Boys Rule"|"0000000002"|"0000000002"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019529"|"FUNKY BOX-FB25-Porta Salviettine Umidificate Misty Grey Cloud"|"0000000003"|"0000000008"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019530"|"FUNKY BOX-FB17-Porta Salviettine Umidificate Mint Mini Star"|"0000000003"|"0000000003"
"PO32505"|"3385217"|"20170627"|"20170627"|"PO32505"|"20170620"|"FO20170620_PO32505"|"FUNKY BOX"|"RB3A019531"|"FUNKY BOX-FB15-Porta Salviettine Umidificate Graphite White Star"|"0000000002"|"0000000002"
"PO32508"|"3378217"|"20170627"|"20170627"|"PO32508"|"20170620"|"FO20170620_PO32508"|"Liliputi"|"RB3A017515"|"LILIPUTI-2006002020037-Marsupio Rainbow Line Folk Tale"|"0000000001"|"0000000001"
"PO32508"|"3378217"|"20170627"|"20170627"|"PO32508"|"20170620"|"FO20170620_PO32508"|"Liliputi"|"RB3A017519"|"LILIPUTI-2006002020129-Marsupio Rainbow Line Peony"|"0000000001"|"0000000001"
"PO32508"|"3378217"|"20170627"|"20170627"|"PO32508"|"20170620"|"FO20170620_PO32508"|"Liliputi"|"RB3A017520"|"LILIPUTI-2006002020112-Marsupio Rainbow Line Elegance"|"0000000001"|"0000000001"
"PO32508"|"3378217"|"20170627"|"20170627"|"PO32508"|"20170620"|"FO20170620_PO32508"|"Liliputi"|"RB3A017521"|"LILIPUTI-2006002020174-Marsupio Rainbow Line Baffi"|"0000000001"|"0000000001"
"PO32508"|"3378217"|"20170627"|"20170627"|"PO32508"|"20170620"|"FO20170620_PO32508"|"Liliputi"|"RB3A017526"|"LILIPUTI-2006003010051-Marsupio Mei Tai Folk Tale"|"0000000001"|"0000000001"
"PO32508"|"3378217"|"20170627"|"20170627"|"PO32508"|"20170620"|"FO20170620_PO32508"|"Liliputi"|"RB3A017528"|"LILIPUTI-2006003010006-Marsupio Mei Tai Lavendering"|"0000000001"|"0000000001"
"PO32508"|"3378217"|"20170627"|"20170627"|"PO32508"|"20170620"|"FO20170620_PO32508"|"Liliputi"|"RB3A017533"|"LILIPUTI-2006004020110-Stretchy Wrap Skully"|"0000000001"|"0000000001"
"PO32508"|"3378217"|"20170627"|"20170627"|"PO32508"|"20170620"|"FO20170620_PO32508"|"Liliputi"|"RB3A017541"|"LILIPUTI-2006004010104-Stretchy Wrap Sunshine"|"0000000001"|"0000000001"
