"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000548"|"20170906"|"#36528"|"20170905"|"0000000002"|"RB3A013428"|"ELODIE DETAILS-103503-Sacco Passeggino Chestnut Leather"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36528"|"20170905"|"0000000001"|"RB3A013451"|"ELODIE DETAILS-103493-Cappellino Chestnut Leather 6-12m"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36503"|"20170905"|"0000000001"|"RB3A021436"|"CLEAN FLUSH POTTY-869054000028-Vasino con Sacchetti Biodegradabili"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36513"|"20170905"|"0000000001"|"RB3A021431"|"LULLALOVE-AKC-0004-Miniborsetta Nera"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36500"|"20170905"|"0000000001"|"RB3A019785"|"OLI AND CAROL-VTAN-SH-ANIMALI VINTAGE CAVALLUCCIO MARINO"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36500"|"20170905"|"0000000002"|"RB3A020919"|"OLI AND CAROL-OB-M-BARCA ORIGAMI MENTA"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36500"|"20170905"|"0000000003"|"RB3A018403"|"A LITTLE LOVELY COMPANY-LTCP054-Lampada Mini  Nuvoletta Rosa"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36515"|"20170905"|"0000000001"|"RB3A021943"|"ELODIE DETAILS-103605-Borsa Fasciatoio Brillian Black"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36514"|"20170905"|"0000000001"|"RB3A021943"|"ELODIE DETAILS-103605-Borsa Fasciatoio Brillian Black"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36511"|"20170905"|"0000000001"|"RB3A018234"|"CHILDHOME-CWMBBNA-BORSA FASCIATOIO MAMMY BAG NAVY"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36534"|"20170905"|"0000000001"|"RB3A021354"|"KARMA-MAGIC TF-Tablet Bambini Rana"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36531"|"20170905"|"0000000001"|"RB3A021426"|"LULLALOVE-P_MAMA_O-Gioco in Legno Polipo"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36529"|"20170905"|"0000000001"|"RB3A021413"|"LULLALOVE-P_MRB-Scaldino Mr B"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36493"|"20170905"|"0000000001"|"RB3A021351"|"KARMA-GN 12-Proiettore di stelle"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36539"|"20170905"|"0000000001"|"RBGIFT50"|"RocketBaby-GiftCard da 50�"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36543"|"20170905"|"0000000001"|"RB3A019821"|"SKIP HOP-210227-Zoo Pack- UNICORNO"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36527"|"20170905"|"0000000001"|"RB3A021351"|"KARMA-GN 12-Proiettore di stelle"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36524"|"20170905"|"0000000001"|"RB3A021436"|"CLEAN FLUSH POTTY-869054000028-Vasino con Sacchetti Biodegradabili"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36504"|"20170905"|"0000000001"|"RB3A021413"|"LULLALOVE-P_MRB-Scaldino Mr B"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36149A"|"20170905"|"0000000003"|"RB3A010013"|"A LITTLE LOVELY COMPANY-PBKR002-Sacco Portaoggetti in Carta Natural"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36463"|"20170904"|"0000000001"|"RB3A009638"|"HOBEA-4260329477020-Babbucce Tartaruga 12-18 Mesi"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36486"|"20170904"|"0000000001"|"RB3A021351"|"KARMA-GN 12-Proiettore di stelle"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36462"|"20170904"|"0000000001"|"RB3A017799"|"A LITTLE LOVELY COMPANY-BPBA007-Mini Backpack Bat"|"0000000001"|"0000000000"
"0000000548"|"20170906"|"#36456"|"20170904"|"0000000001"|"RB3A020837"|"BABYCAR-305bl-Moto Cross Blu"|"0000000001"|"0000000000"
