"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32479"|"3358217"|"20170626"|"20170626"|"PO32479"|"20170616"|"FO20170616_PO32479"|"Done By Deer"|"RB3A019470"|"DONE BY DEER-20571-Nido della Tenerezza Rosa"|"0000000001"|"0000000001"
"PO32479"|"3358217"|"20170626"|"20170626"|"PO32479"|"20170616"|"FO20170616_PO32479"|"Done By Deer"|"RB3A019479"|"DONE BY DEER-30658-Fasciatoio Elefante Bianco"|"0000000001"|"0000000001"
"PO32480"|"3352217"|"20170626"|"20170626"|"PO32480"|"20170616"|"FO20170616_PO32480"|"I Play"|"RB3A019620"|"I PLAY-711054-215-Iplay Costumino Pannolino Contenitivo Mix'n Match  Cabana Geo-36 Mesi"|"0000000001"|"0000000001"
"PO32480"|"3352217"|"20170626"|"20170626"|"PO32480"|"20170616"|"FO20170616_PO32480"|"I Play"|"RB3A019625"|"I PLAY-711054-222-Iplay Costumino Pannolino Contenitivo Mix'n Match Hot Pink Cabana-36 Mesi"|"0000000001"|"0000000001"
"PO32480"|"3352217"|"20170626"|"20170626"|"PO32480"|"20170616"|"FO20170616_PO32480"|"I Play"|"RB3A019637"|"I PLAY-721054-816-Iplay Costumino Pannolino Contenitivo Mix'n Match Grigio-12 Mesi"|"0000000001"|"0000000001"
"PO32482"|"3351217"|"20170626"|"20170626"|"PO32482"|"20170616"|"FO20170616_PO32482"|"MAKE MY DAY"|"RB3A019488"|"MAKE MY DAY-BB108-Bavaglia in silicone - Lilac"|"0000000002"|"0000000002"
"PO32482"|"3351217"|"20170626"|"20170626"|"PO32482"|"20170616"|"FO20170616_PO32482"|"MAKE MY DAY"|"RB3A019491"|"MAKE MY DAY-BB112-Bavaglia in silicone - Penguin"|"0000000002"|"0000000002"
"PO32482"|"3351217"|"20170626"|"20170626"|"PO32482"|"20170616"|"FO20170616_PO32482"|"MAKE MY DAY"|"RB3A019492"|"MAKE MY DAY-BB113-Bavaglia in silicone - Monkey"|"0000000002"|"0000000002"
"PO32482"|"3351217"|"20170626"|"20170626"|"PO32482"|"20170616"|"FO20170616_PO32482"|"MAKE MY DAY"|"RB3A019608"|"MAKE MY DAY-BB104-Bavaglia in silicone - Lady Bug"|"0000000002"|"0000000002"
"PO32482"|"3351217"|"20170626"|"20170626"|"PO32482"|"20170616"|"FO20170616_PO32482"|"MAKE MY DAY"|"RB3A019609"|"MAKE MY DAY-BB115-Bavaglia in silicone - Sheriff"|"0000000002"|"0000000002"
"PO32483"|"3345217"|"20170626"|"20170626"|"PO32483"|"20170616"|"FO20170616_PO32483"|"Lollipops and More"|"RB3A018663"|"LOLLIPOPS AND MORE-2952349927105-Lollipops and More Pacifier Bonbons Clip Rainbow"|"0000000004"|"0000000004"
"PO32483"|"3345217"|"20170626"|"20170626"|"PO32483"|"20170616"|"FO20170616_PO32483"|"Lollipops and More"|"RB3A018664"|"LOLLIPOPS AND MORE-2952349927600-Lollipops and More Pacifier Bonbons Clip Violet Red"|"0000000004"|"0000000004"
"PO32483"|"3345217"|"20170626"|"20170626"|"PO32483"|"20170616"|"FO20170616_PO32483"|"Lollipops and More"|"RB3A018666"|"LOLLIPOPS AND MORE-2952349927655-Lollipops and More Pacifier Pop Rocks Clip Navajo"|"0000000004"|"0000000004"
"PO32483"|"3345217"|"20170626"|"20170626"|"PO32483"|"20170616"|"FO20170616_PO32483"|"Lollipops and More"|"RB3A018667"|"LOLLIPOPS AND MORE-2952349927679-Lollipops and More Pacifier Star Dust Clip Pastel Pink"|"0000000004"|"0000000004"
"PO32488"|"3349217"|"20170626"|"20170626"|"PO32488"|"20170616"|"FO20170616_PO32488"|"Effii"|"RB3A017416"|"EFFII-5901832942726-Trapunta Avvolgente Neonato Double Face Conigli Bianchi e Pois Grigi"|"0000000001"|"0000000001"
"PO32488"|"3349217"|"20170626"|"20170626"|"PO32488"|"20170616"|"FO20170616_PO32488"|"Effii"|"RB3A017430"|"EFFII-5901832942658-Copertina Doube-Face Conigli Rosa e Pois Grigi"|"0000000002"|"0000000002"
"PO32488"|"3349217"|"20170626"|"20170626"|"PO32488"|"20170616"|"FO20170616_PO32488"|"Effii"|"RB3A017459"|"EFFII-5901832942061-Cuffia Neonato Bianca Con Cuore Grigio 0-1 mese"|"0000000001"|"0000000001"
"PO32488"|"3349217"|"20170626"|"20170626"|"PO32488"|"20170616"|"FO20170616_PO32488"|"Effii"|"RB3A017481"|"EFFII-5901832940906-Cuscino Allattamento Luna Bianco XXL"|"0000000002"|"0000000002"
"PO32488"|"3349217"|"20170626"|"20170626"|"PO32488"|"20170616"|"FO20170616_PO32488"|"Effii"|"RB3A017483"|"EFFII-5901832942153-Cuscino Allattamento Luna Grigio XXL"|"0000000002"|"0000000002"
"PO32488"|"3349217"|"20170626"|"20170626"|"PO32488"|"20170616"|"FO20170616_PO32488"|"Effii"|"RB3A017487"|"EFFII-5901832944676-Cuscino Allattamento Luna Cipria XXL"|"0000000001"|"0000000001"
"PO32488"|"3349217"|"20170626"|"20170626"|"PO32488"|"20170616"|"FO20170616_PO32488"|"Effii"|"RB3A019435"|"EFFII-5901832946151-Effii Copertina in Cotone Rosa"|"0000000002"|"0000000002"
"PO32488"|"3349217"|"20170626"|"20170626"|"PO32488"|"20170616"|"FO20170616_PO32488"|"Effii"|"RB3A019441"|"EFFII-5901832942757-Effii Telo Mare e Tappeto 2 in 1 Piccolo con Stelle Verdi"|"0000000001"|"0000000001"
"PO32492"|"3346217"|"20170626"|"20170626"|"PO32492"|"20170619"|"FO20170619_PO32492"|"BioOut"|"RB3A020845"|"BIOOUT-ECO-BU001-Antizanzare Rol-on 20 Ml"|"0000000007"|"0000000007"
"PO32492"|"3346217"|"20170626"|"20170626"|"PO32492"|"20170619"|"FO20170619_PO32492"|"BioOut"|"RB3A020846"|"BIOOUT-ECO-BU002-Antizanzare Spray 100 Ml"|"0000000012"|"0000000012"
"PO32492"|"3346217"|"20170626"|"20170626"|"PO32492"|"20170619"|"FO20170619_PO32492"|"BioOut"|"RB3A020847"|"BIOOUT-ECO-BU003-Rol-on Dopo-puntura di Zanzare 20 Ml"|"0000000014"|"0000000014"
"PO32492"|"3346217"|"20170626"|"20170626"|"PO32492"|"20170619"|"FO20170619_PO32492"|"BioOut"|"RB3A020848"|"BIOOUT-ECO-BU004-Spray per Ambiente Anti-zanzare e insetti 150 Ml"|"0000000012"|"0000000012"
"PO32493"|"3347217"|"20170626"|"20170626"|"PO32493"|"20170619"|"FO20170619_PO32493"|"Belta Bios"|"RB3A020849"|"BELTA BIOS-ECO-BEL45274-Bagno Shampoo Baby"|"0000000001"|"0000000001"
"PO32493"|"3347217"|"20170626"|"20170626"|"PO32493"|"20170619"|"FO20170619_PO32493"|"Belta Bios"|"RB3A020852"|"BELTA BIOS-ECO-BEL45277-Olio Secco Corpo Baby"|"0000000001"|"0000000004"
"PO32493"|"3347217"|"20170626"|"20170626"|"PO32493"|"20170619"|"FO20170619_PO32493"|"Belta Bios"|"RB3A020853"|"BELTA BIOS-ECO-BEL45278-Acqua Profumata Baby"|"0000000004"|"0000000001"
"PO32493"|"3348217"|"20170626"|"20170626"|"PO32493"|"20170619"|"FO20170619_PO32493"|"Belta Bios"|"RB3A020853"|"BELTA BIOS-ECO-BEL45278-Acqua Profumata Baby"|"0000000004"|"0000000003"
"PO32494"|"3344217"|"20170626"|"20170626"|"PO32494"|"20170619"|"FO20170619_PO32494"|"KG DESIGN"|"RB3A020877"|"KG DESIGN-3037-Tovaglietta in Silicone Nuvoletta Azzurra"|"0000000012"|"0000000012"
"PO32494"|"3344217"|"20170626"|"20170626"|"PO32494"|"20170619"|"FO20170619_PO32494"|"KG DESIGN"|"RB3A020878"|"KG DESIGN-3036-Tovaglietta in Silicone Nuvoletta Rosa"|"0000000006"|"0000000006"
"PO32494"|"3344217"|"20170626"|"20170626"|"PO32494"|"20170619"|"FO20170619_PO32494"|"KG DESIGN"|"RB3A020879"|"KG DESIGN-3040-Tovaglietta in Silicone Nuvoletta Verde Acqua"|"0000000012"|"0000000012"
"PO32494"|"3344217"|"20170626"|"20170626"|"PO32494"|"20170619"|"FO20170619_PO32494"|"KG DESIGN"|"RB3A020881"|"KG DESIGN-3029-Tovaglietta in Silicone Macchinina Verde Acqua"|"0000000006"|"0000000006"
"PO32494"|"3344217"|"20170626"|"20170626"|"PO32494"|"20170619"|"FO20170619_PO32494"|"KG DESIGN"|"RB3A020882"|"KG DESIGN-3035-Tovaglietta in Silicone Macchinina Grigia"|"0000000006"|"0000000006"
"PO32494"|"3344217"|"20170626"|"20170626"|"PO32494"|"20170619"|"FO20170619_PO32494"|"KG DESIGN"|"RB3A020889"|"KG DESIGN-100102-Set 2 Portagelato in Silicone Verde Acqua"|"0000000012"|"0000000012"
"PO32494"|"3344217"|"20170626"|"20170626"|"PO32494"|"20170619"|"FO20170619_PO32494"|"KG DESIGN"|"RB3A020890"|"KG DESIGN-100103-Set 2 Portagelato in Silicone Verde Turchese"|"0000000018"|"0000000018"
"PO32494"|"3344217"|"20170626"|"20170626"|"PO32494"|"20170619"|"FO20170619_PO32494"|"KG DESIGN"|"RB3A020891"|"KG DESIGN-100104-Set 2 Portagelato in Silicone Verde Fucsia"|"0000000018"|"0000000018"
"PO32501"|"3360217"|"20170626"|"20170626"|"PO32501"|"20170620"|"FO20170620_PO32501"|"Babycar"|"RB3A010382"|"BABYCAR-81900-FERRARI F12 BERLINETTA"|"0000000001"|"0000000001"
"PO32501"|"3360217"|"20170626"|"20170626"|"PO32501"|"20170620"|"FO20170620_PO32501"|"Babycar"|"RB3A020842"|"BABYCAR-198p-Mini Coupè Cabrio Rosa"|"0000000001"|"0000000001"
"PO32501"|"3360217"|"20170626"|"20170626"|"PO32501"|"20170620"|"FO20170620_PO32501"|"Babycar"|"RB3A020912"|"BABYCAR-0906v-Quad Outlander Verde"|"0000000001"|"0000000001"
"PO32507"|"3359217"|"20170626"|"20170626"|"PO32507"|"20170620"|"FO20170620_PO32507"|"JULICA"|"RB3A009260"|"JULICA-101404-Mangiagiochi Contenitore Tigre Timmi Tiger"|"0000000002"|"0000000002"
"PO32507"|"3359217"|"20170626"|"20170626"|"PO32507"|"20170620"|"FO20170620_PO32507"|"JULICA"|"RB3A009261"|"JULICA-101401-Mangiagiochi Contenitore Rana Fritz Frog"|"0000000002"|"0000000002"
"PO32507"|"3359217"|"20170626"|"20170626"|"PO32507"|"20170620"|"FO20170620_PO32507"|"JULICA"|"RB3A009262"|"JULICA-101402-Mangiagiochi Contenitore Ippopotamo Niki Hippo"|"0000000001"|"0000000001"
