"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32044"|"2925217"|"20170511"|"20170511"|"PO32044"|"20170411"|"FO20170411_PO32044"|"STORKSAK"|"RB3A019512"|"STORKSAK-SK8178-Storksak Packing Blocks Grey"|"0000000003"|"0000000002"
"PO32150"|"2926217"|"20170511"|"20170511"|"PO32150"|"20170428"|"FO20170428_PO32150"|"BladeeRose"|"RB3A013599"|"BLADEeROSE-5060257460137-Leggings Daisy 6-12m"|"0000000002"|"0000000002"
"PO32157"|"2929217"|"20170511"|"20170511"|"PO32157"|"20170502"|"FO20170502_PO32157"|"Boon"|"RB3A017411"|"BOON-B407-Balena Portaoggetti Per La Vasca"|"0000000017"|"0000000017"
"PO32157"|"2929217"|"20170511"|"20170511"|"PO32157"|"20170502"|"FO20170502_PO32157"|"Boon"|"RB3A017491"|"BOON-B10122A-Cucchiaio Dispenser Per La Pappa Azzurro"|"0000000020"|"0000000020"
"PO32157"|"2929217"|"20170511"|"20170511"|"PO32157"|"20170502"|"FO20170502_PO32157"|"Boon"|"RB3A017492"|"BOON-B10123A-Cucchiaio Dispenser Per La Pappa Verde"|"0000000004"|"0000000006"
"PO32157"|"2929217"|"20170511"|"20170511"|"PO32157"|"20170502"|"FO20170502_PO32157"|"Boon"|"RB3A017493"|"BOON-B10124A-Cucchiaio Dispenser Per La Pappa Arancio"|"0000000011"|"0000000012"
"PO32157"|"2929217"|"20170511"|"20170511"|"PO32157"|"20170502"|"FO20170502_PO32157"|"Boon"|"RB3A017495"|"BOON-B373-Scolaposate e Scola Biberon Quadrato"|"0000000004"|"0000000006"
"PO32157"|"2929217"|"20170511"|"20170511"|"PO32157"|"20170502"|"FO20170502_PO32157"|"Boon"|"RB3A018610"|"BOON-B11177-Pulp Mangiafrutta Dentaruolo Arancione e Azzurro"|"0000000003"|"0000000006"
"PO32157"|"2929217"|"20170511"|"20170511"|"PO32157"|"20170502"|"FO20170502_PO32157"|"Boon"|"RB3A018611"|"BOON-B11179-Pulp Mangiafrutta Dentaruolo Verde e Azzurro"|"0000000001"|"0000000006"
"PO32168"|"2927217"|"20170511"|"20170511"|"PO32168"|"20170502"|"FO20170502_PO32168"|"Miniroom"|"RB3A015260"|"MINIROOM-MR-B-001-Pupazzo Little Bunny Mint"|"0000000003"|"0000000003"
"PO32168"|"2927217"|"20170511"|"20170511"|"PO32168"|"20170502"|"FO20170502_PO32168"|"Miniroom"|"RB3A015261"|"MINIROOM-MR-B-003-Pupazzo Little Bunny Grey"|"0000000003"|"0000000003"
"PO32168"|"2927217"|"20170511"|"20170511"|"PO32168"|"20170502"|"FO20170502_PO32168"|"Miniroom"|"RB3A015265"|"MINIROOM-MR-B-009-Pupazzo Little Bunny Rosa Ed. Limitata"|"0000000001"|"0000000004"
"PO32168"|"2927217"|"20170511"|"20170511"|"PO32168"|"20170502"|"FO20170502_PO32168"|"Miniroom"|"RB3A015269"|"MINIROOM-MR-C-004-Cuscino Stella Rosa"|"0000000003"|"0000000003"
"PO32168"|"2927217"|"20170511"|"20170511"|"PO32168"|"20170502"|"FO20170502_PO32168"|"Miniroom"|"RB3A015270"|"MINIROOM-MR-C-005-Cuscino Stella Grigio"|"0000000005"|"0000000004"
"PO32189"|"2928217"|"20170511"|"20170511"|"PO32189"|"20170503"|"FO20170503_PO32189"|"Love Mae"|"RB3A011373"|"LOVE MAE-LVM038-Sticker da muro Medium Cacutus"|"0000000002"|"0000000002"
"PO32189"|"2928217"|"20170511"|"20170511"|"PO32189"|"20170503"|"FO20170503_PO32189"|"Love Mae"|"RB3A011374"|"LOVE MAE-LVM039-Sticker da muro Medium Pesche"|"0000000002"|"0000000002"
