"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32455"|"3339217"|"20170622"|"20170622"|"PO32455"|"20170612"|"FO20170612_PO32455"|"Liliputi"|"RB3A017518"|"LILIPUTI-2006002020068-Marsupio Rainbow Line Lavedering"|"0000000001"|"0000000001"
"PO32455"|"3339217"|"20170622"|"20170622"|"PO32455"|"20170612"|"FO20170612_PO32455"|"Liliputi"|"RB3A017520"|"LILIPUTI-2006002020112-Marsupio Rainbow Line Elegance"|"0000000001"|"0000000001"
"PO32455"|"3339217"|"20170622"|"20170622"|"PO32455"|"20170612"|"FO20170612_PO32455"|"Liliputi"|"RB3A017531"|"LILIPUTI-2006004020165-Stretchy Wrap Deep Blue"|"0000000001"|"0000000001"
"PO32455"|"3339217"|"20170622"|"20170622"|"PO32455"|"20170612"|"FO20170612_PO32455"|"Liliputi"|"RB3A017535"|"LILIPUTI-2006004020035-Stretchy Wrap Lavendering"|"0000000001"|"0000000001"
"PO32455"|"3339217"|"20170622"|"20170622"|"PO32455"|"20170612"|"FO20170612_PO32455"|"Liliputi"|"RB3A017540"|"LILIPUTI-2006004020127-Stretchy Wrap Orient"|"0000000002"|"0000000002"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A008908"|"TYRRELL KATZ-Lunch Box Giungla"|"0000000002"|"0000000002"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A008942"|"TYRRELL KATZ-Piatto motori"|"0000000006"|"0000000006"
"PO32468"|"3338217"|"20170622"|"20170622"|""|"00000000"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A008955"|"TYRRELL KATZ-Bicchiere trasparente Giungla"|"0000000000"|"0000000004"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A008991"|"TYRRELL KATZ-59BI-Bavaglino motori"|"0000000005"|"0000000005"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A009003"|"TYRRELL KATZ-Sacca Giungla"|"0000000002"|"0000000002"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A009009"|"TYRRELL KATZ-Zainetto Asilo Mini dinosauri"|"0000000004"|"0000000004"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A009036"|"TYRRELL KATZ-59TW1-Asciugamano motori"|"0000000004"|"0000000004"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A009037"|"TYRRELL KATZ-Asciugamano dinosauri"|"0000000002"|"0000000002"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A009040"|"TYRRELL KATZ-Asciugamano Giungla"|"0000000008"|"0000000008"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A009042"|"TYRRELL KATZ-Asciugamano principesse"|"0000000004"|"0000000004"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A009044"|"TYRRELL KATZ-Asciugamano giardino segreto"|"0000000004"|"0000000004"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A009057"|"TYRRELL KATZ-Trousse Giungla"|"0000000002"|"0000000002"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A011120"|"TYRRELL KATZ-59LU2-Lunch Bag Motori"|"0000000002"|"0000000002"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A017841"|"TYRRELL KATZ-04SK-Monsters Snack Box"|"0000000002"|"0000000002"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A017849"|"TYRRELL KATZ-04TW1-Monsters Towel"|"0000000004"|"0000000004"
"PO32468"|"3338217"|"20170622"|"20170622"|"PO32468"|"20170613"|"FO20170613_PO32468"|"Tyrrell Katz"|"RB3A017867"|"TYRRELL KATZ-03WS-Under The Sea Washbag"|"0000000004"|"0000000004"
