"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#25405"|"23160317"|"00000000000000246689"|"201705005088529"|"20170227"|"1"|"RB3A012292"|"A LITTLE LOVELY COMPANY-LTBW032-Box Lampada A4 Lightbox per scritte Bianca"|"0000000001"|"0000050.86"
"#25395"|"23161317"|"00000000000000246539"|"201705005088593"|"20170227"|"1"|"RB200060"|"ELODIE DETAILS-103411-Bavaglino Petit Royal Blue"|"0000000001"|"0000031.32"
"#25395"|"23161317"|"00000000000000246539"|"201705005088593"|"20170227"|"2"|"RB3A017491"|"BOON-B10122A-Cucchiaio Dispenser Per La Pappa Azzurro"|"0000000001"|"0000031.32"
"#25393"|"23162317"|"00000000000000246559"|"201705005088554"|"20170227"|"1"|"RB20012S"|"Duux-DUBP01B-Proiettore per Bambini blu"|"0000000001"|"0000072.76"
"#25393"|"23162317"|"00000000000000246559"|"201705005088554"|"20170227"|"2"|"RB3A009820"|"FCTRY-GLSTA24-Occhiali da Sole Baby Azzurri 0-2 anni"|"0000000001"|"0000072.76"
"#25387"|"23163317"|"00000000000000246529"|"201705005088661"|"20170227"|"1"|"RB20005U"|"ELODIE DETAILS-103833-Set Lettino White Edition"|"0000000001"|"0000059.86"
"#25378"|"23164317"|"00000000000000246989"|"201705005088689"|"20170227"|"1"|"RB3A017397"|"LITECUP-5060168240743-Bicchierone Che Si Illumina Rosso"|"0000000001"|"0000020.86"
"#25322"|"23165317"|"00000000000000246999"|"201705005088701"|"20170227"|"1"|"RB3A017491"|"BOON-B10122A-Cucchiaio Dispenser Per La Pappa Azzurro"|"0000000001"|"0000017.86"
"#25026"|"23166317"|"00000000000000246729"|"201705005088511"|"20170227"|"1"|"RB3A012827"|"BROTHER MAX-70025BG2-Contenitori svezzamento seconda fase"|"0000000001"|"0000023.90"
"#25026"|"23166317"|"00000000000000246729"|"201705005088511"|"20170227"|"2"|"RB3A012826"|"BROTHER MAX-70032BG2-Contenitori svezzamento prima fase"|"0000000001"|"0000023.90"
"#24935"|"23167317"|"00000000000000246739"|"201705005088501"|"20170227"|"1"|"RB3A012827"|"BROTHER MAX-70025BG2-Contenitori svezzamento seconda fase"|"0000000002"|"0000055.86"
"#24935"|"23167317"|"00000000000000246739"|"201705005088501"|"20170227"|"2"|"RB3A017495"|"BOON-B373-Scolaposate e Scola Biberon Quadrato"|"0000000001"|"0000055.86"
"#24885"|"23168317"|"00000000000000246889"|"201705005088733"|"20170227"|"1"|"RB3A015503"|"ME1ST-HMTK GREY/GREEN-Babbucce grigio e verde 37/38"|"0000000001"|"0000035.90"
"#24860"|"23169317"|"00000000000000246829"|"201705005088414"|"20170227"|"1"|"RB3A015426"|"LITTLE BIRD TOLD ME-LB3002-Hobnob Rocking Horse"|"0000000001"|"0000144.49"
"#24817"|"23170317"|"00000000000000246949"|"201705005088718"|"20170227"|"1"|"RB3A015556"|"ME1ST-HMTK CHERRY/YELLOW-Babbucce da casa rosso ciliegia e giallo Mini Me 23/24"|"0000000001"|"0000031.90"
"#24814"|"23171317"|"00000000000000246899"|"201705005088730"|"20170227"|"1"|"RB3A015509"|"ME1ST-HMTK LILLACH/PURPLE-Babbucce lilla e viola 25/26"|"0000000001"|"0000031.90"
"#24733"|"23172317"|"00000000000000246919"|"201705005088735"|"20170227"|"1"|"RB3A015541"|"ME1ST-HMTK ARMYGREEN/YELLOW-Babbucce verde militare e giallo 41/42"|"0000000001"|"0000061.80"
"#24733"|"23172317"|"00000000000000246919"|"201705005088735"|"20170227"|"2"|"RB3A015532"|"ME1ST-HMTK ARMYGREEN/YELLOW-Babbucce verde militare e giallo 23/24"|"0000000001"|"0000061.80"
"#24739"|"23173317"|"00000000000000246929"|"201705005088740"|"20170227"|"1"|"RB3A015553"|"ME1ST-HMTK GREEN/PURPLE-Babbucce verde e viola 41/42"|"0000000001"|"0000000.00"
"#24739"|"23173317"|"00000000000000246929"|"201705005088740"|"20170227"|"2"|"RB3A015551"|"ME1ST-HMTK GREEN/PURPLE-Babbucce verde e viola 37/38"|"0000000001"|"0000000.00"
"#24739"|"23173317"|"00000000000000246929"|"201705005088740"|"20170227"|"3"|"RB3A015544"|"ME1ST-HMTK GREEN/PURPLE-Babbucce da casa verde e viola Mini Me 23/24"|"0000000001"|"0000000.00"
"#24738"|"23174317"|"00000000000000246939"|"201705005088714"|"20170227"|"1"|"RB3A015555"|"ME1ST-HMTK GREEN/PURPLE-Babbucce verde e viola 45/46"|"0000000001"|"0000000.00"
"#24545"|"23175317"|"00000000000000246859"|"201705005088393"|"20170227"|"1"|"RB3A015445"|"LITTLE BIRD TOLD ME-LB3057-Lewis e Fitz Rocking Horse"|"0000000001"|"0000000.00"
"#23163B"|"23176317"|"00000000000000246799"|"201705005088495"|"20170227"|"1"|"RB3A014437"|"TOBY TIGER-LSABEAR-Maglia Maniche Lunghe Orsetto 2-3 anni"|"0000000001"|"0000000.00"
