"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#25376"|"23076317"|"00000000000000245729"|"201705005087189"|"20170224"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#25335"|"23077317"|"00000000000000245749"|"201705005087934"|"20170224"|"1"|"RB3A008976"|"TYRRELL KATZ-Posate motori"|"0000000001"|"0000035.72"
"#25335"|"23077317"|"00000000000000245749"|"201705005087934"|"20170224"|"2"|"RB3A008982"|"TYRRELL KATZ-Vassoio con scomparti motori"|"0000000001"|"0000035.72"
"#25274"|"23078317"|"00000000000000246419"|"201705005087984"|"20170224"|"1"|"RB3A017876"|"PLAY e GO-Color_your_map-Sacco Portagiochi Da Colorare"|"0000000001"|"0000043.90"
"#25249"|"23079317"|"00000000000000245859"|"201705005087314"|"20170224"|"1"|"RB3A009901"|"A LITTLE LOVELY COMPANY-LTCW025-Lampada Mini Nuvoletta Bianca"|"0000000001"|"0000019.86"
"#25190"|"23080317"|"00000000000000245839"|"201705005087909"|"20170224"|"1"|"RB3A009902"|"A LITTLE LOVELY COMPANY-LTCB024-Lampada Mini Nuvoletta Blu"|"0000000001"|"0000116.78"
"#25190"|"23080317"|"00000000000000245839"|"201705005087909"|"20170224"|"2"|"RB3A009900"|"A LITTLE LOVELY COMPANY-LTCW028-Lampada Grande Nuvoletta"|"0000000001"|"0000116.78"
"#25190"|"23080317"|"00000000000000245839"|"201705005087909"|"20170224"|"3"|"RB3A009901"|"A LITTLE LOVELY COMPANY-LTCW025-Lampada Mini Nuvoletta Bianca"|"0000000001"|"0000116.78"
"#25167"|"23081317"|"00000000000000246289"|"201705005087891"|"20170224"|"1"|"RB3A017756"|"YOOKIDOO-YKD40127-Gymotion Tummy PlayLand"|"0000000001"|"0000050.86"
"#25116"|"23082317"|"00000000000000245989"|"201705005087975"|"20170224"|"1"|"RB3A010095"|"PLAY e GO-diamonds_grey-Sacco Portagiochi a Quadretti Bianco e Grigio"|"0000000001"|"0000037.50"
"#25113"|"23083317"|"00000000000000245889"|"201705005087331"|"20170224"|"1"|"RB3A009902"|"A LITTLE LOVELY COMPANY-LTCB024-Lampada Mini Nuvoletta Blu"|"0000000001"|"0000019.86"
"#25094"|"23084317"|"00000000000000246169"|"201705005088017"|"20170224"|"1"|"RB3A014990"|"PLAY e GO-Roadmap-Sacco Portagiochi Circuito"|"0000000001"|"0000040.90"
"#25081"|"23085317"|"00000000000000246389"|"201705005087989"|"20170224"|"1"|"RB3A017793"|"A LITTLE LOVELY COMPANY-LTMI056-Mini milk light Pink"|"0000000001"|"0000019.86"
"#25079"|"23086317"|"00000000000000245949"|"201705005087275"|"20170224"|"1"|"RB3A010008"|"CHILDHOME-CCFTBRT-Borsone Portagiochi Round Grigia e Azzurra"|"0000000001"|"0000042.76"
"#25073"|"23087317"|"00000000000000245679"|"201705005087926"|"20170224"|"1"|"RB3A015267"|"MINIROOM-MR-MO-001-Zainetto Little Bunny Grigio"|"0000000001"|"0000132.72"
"#25073"|"23087317"|"00000000000000245679"|"201705005087926"|"20170224"|"2"|"RB20012Q"|"Duux-DUBP01-Proiettore per Bambini Bianco"|"0000000001"|"0000132.72"
"#25073"|"23087317"|"00000000000000245679"|"201705005087926"|"20170224"|"3"|"RB3A017876"|"PLAY e GO-Color_your_map-Sacco Portagiochi Da Colorare"|"0000000001"|"0000132.72"
"#25073"|"23087317"|"00000000000000245679"|"201705005087926"|"20170224"|"4"|"RB3A017394"|"LITECUP-5060168240040-Bicchierone Che Si Illumina Viola"|"0000000001"|"0000132.72"
"#25072"|"23088317"|"00000000000000245979"|"201705005087969"|"20170224"|"1"|"RB3A017792"|"A LITTLE LOVELY COMPANY-LTMI057-Mini milk light Mint"|"0000000001"|"0000151.34"
