"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#34531"|"32702317"|"00000000000000357139"|"201705005301544"|"20170726"|"1"|"RB3A020242"|"NUOTA CON FLIPPER-2000994052083-VERDE-Ciambella Collo Verde"|"0000000001"|"0000024.86"
"#34516"|"32703317"|"00000000000000357209"|"201705005301238"|"20170726"|"1"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000025.86"
"#34515"|"32704317"|"00000000000000356399"|"201705005301832"|"20170726"|"1"|"RB3A014986"|"AQUASCALE-94032080-Supporto per vaschetta digitale"|"0000000001"|"0000060.80"
"#34514"|"32705317"|"00000000000000357219"|"201705005301603"|"20170726"|"1"|"RB3A014883"|"ROCKETBABY-RBP16346-Sacco Nanna Balena Blu Oceano"|"0000000001"|"0000054.76"
"#34489"|"32706317"|"00000000000000357099"|"201705005301575"|"20170726"|"1"|"RB3A011135"|"ROCKETBABY-RBP16304-Cesto Contenitore ZigZag Giallo"|"0000000001"|"0000049.12"
"#34489"|"32706317"|"00000000000000357099"|"201705005301575"|"20170726"|"2"|"RB3A011137"|"ROCKETBABY-RBP16306-Cesto Contenitore ZigZag Verde"|"0000000001"|"0000049.12"
"#34486"|"32707317"|"00000000000000357179"|"201705005301585"|"20170726"|"1"|"RB3A019597"|"BABY ELEPHANT EARS-1011-Baby Elephant Ears Cuscino Ergonomico con Pois Bianchi e Rosa"|"0000000001"|"0000032.76"
"#34484"|"32708317"|"00000000000000357199"|"201705005301239"|"20170726"|"1"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000023.97"
"#34482"|"32709317"|"00000000000000356989"|"201705005301609"|"20170726"|"1"|"RB3A011636"|"BIG MOUTH-BMBTDO-Telo da mare XXL Ciambella alla Fragola"|"0000000001"|"0000028.86"
"#34480"|"32710317"|"00000000000000357079"|"201705005301607"|"20170726"|"1"|"RB3A018610"|"BOON-B11177-Pulp Mangiafrutta Dentaruolo Arancione e Azzurro"|"0000000001"|"0000036.82"
"#34480"|"32710317"|"00000000000000357079"|"201705005301607"|"20170726"|"2"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000036.82"
"#34474"|"32711317"|"00000000000000357149"|"201705005301604"|"20170726"|"1"|"RB3A020241"|"NUOTA CON FLIPPER-2000994052083-GIALLO-Ciambella Collo Gialla"|"0000000001"|"0000024.86"
"#34470"|"32712317"|"00000000000000357319"|"201705005301616"|"20170726"|"1"|"RB3A007769"|"SPUGNOTTO-Spugnotto Blu e Giallo"|"0000000001"|"0000026.86"
"#34469"|"32713317"|"00000000000000357069"|"201705005301628"|"20170726"|"1"|"RB3A017396"|"LITECUP-5060168240033-Bicchierone Che Si Illumina Blu"|"0000000001"|"0000037.82"
"#34469"|"32713317"|"00000000000000357069"|"201705005301628"|"20170726"|"2"|"RB3A020867"|"LA MILLOU PARENTS PRIDE-SBC-PPE-ECR-Copertura per Cinture di Sicurezza Pinguino Pepe"|"0000000001"|"0000037.82"
