"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#32035"|"31563317"|"00000000000000343489"|"201705005281435"|"20170711"|"1"|"RB3A019618"|"I PLAY-711054-215-44-Iplay Costumino Pannolino Contenitivo Mix'n Match  Cabana Geo-18 Mesi"|"0000000001"|"0000000.00"
"#33515"|"31566317"|"00000000000000343429"|"201705005281512"|"20170711"|"1"|"RB3A020113"|"IGOR SHOES-S10107-083-Sandali da Spiaggia Tenis Azzurro-25"|"0000000001"|"0000000.00"
"#33494"|"31569317"|"00000000000000343219"|"201705005281210"|"20170711"|"3"|"RB3A017860"|"TYRRELL KATZ-03LU2-Under The Sea Lunch Bag"|"0000000001"|"0000000.00"
"#33494"|"31569317"|"00000000000000343219"|"201705005281210"|"20170711"|"2"|"RB3A020795"|"STEPHEN JOSEPH-SJ101113-Borraccia Morbida Apina"|"0000000001"|"0000000.00"
"#33494"|"31569317"|"00000000000000343219"|"201705005281210"|"20170711"|"1"|"RB3A012519"|"BLOOMINGVILLE-21100637-Set Pappa riccio"|"0000000001"|"0000000.00"
"#32122A"|"31575317"|"00000000000000343549"|"201705005281493"|"20170711"|"1"|"RB3A018148"|"ELODIE DETAILS-103151-CORDINO CIUCCIO PRETTY PETROL"|"0000000001"|"0000000.00"
"#33487"|"31587317"|"00000000000000343229"|"201705005281529"|"20170711"|"1"|"RB3A014981"|"MINILAND-89119-Thermokit pink"|"0000000001"|"0000000.00"
"#33487"|"31587317"|"00000000000000343229"|"201705005281529"|"20170711"|"2"|"RB3A019668"|"DOODOO-103-BabyAge DooDoo 103 Orsetto Beige"|"0000000001"|"0000000.00"
"#32514"|"31596317"|"00000000000000343149"|"201705005281281"|"20170711"|"3"|"RB3A010938"|"KUK-F110-25-Set 2 Teli Multiuso Balena Blu 120x120"|"0000000001"|"0000065.96"
"#32514"|"31596317"|"00000000000000343149"|"201705005281281"|"20170711"|"2"|"RB3A017489"|"EFFII-5901832944683-Cuscino Allattamento Luna Verde Menta XXL"|"0000000001"|"0000065.96"
"#32515"|"31599317"|"00000000000000343249"|"201705005281494"|"20170711"|"3"|"RB3A015741"|"IIAMO-108-Biberon Go bianco e blu"|"0000000001"|"0000000.00"
"#32515"|"31599317"|"00000000000000343249"|"201705005281494"|"20170711"|"1"|"RB3A015744"|"IIAMO-303-Tettarella biberon autoriscaldante da 3 mesi"|"0000000001"|"0000000.00"
"#32495"|"31600317"|"00000000000000343119"|"201705005281359"|"20170711"|"2"|"RB3A018390"|"A LITTLE LOVELY COMPANY-LTST047-Lucine LED Colorate Ghiaccioli"|"0000000001"|"0000000.00"
"#32495"|"31600317"|"00000000000000343119"|"201705005281359"|"20170711"|"4"|"RB3A009946"|"A LITTLE LOVELY COMPANY-WHPI008-Appendini da Muro: Gelati Limone e Pesca"|"0000000001"|"0000000.00"
"#32495"|"31600317"|"00000000000000343119"|"201705005281359"|"20170711"|"1"|"RB3A010979"|"A LITTLE LOVELY COMPANY-GAUN002-Ghirlanda Decorativa Unicorno"|"0000000001"|"0000000.00"
"#32495"|"31600317"|"00000000000000343119"|"201705005281359"|"20170711"|"5"|"RB3A020910"|"LA MILLOU PARENTS PRIDE-SBC-URK-GR-Copertura per Cinture di Sicurezza Unicorni"|"0000000001"|"0000000.00"
"#32452"|"31605317"|"00000000000000343369"|"201705005281510"|"20170711"|"1"|"RB3A020859"|"LA MILLOU PARENTS PRIDE-HAT-G-GRD-Cappellino da Sole Regolabile Diamanti Grigi"|"0000000001"|"0000000.00"
"#32450"|"31606317"|"00000000000000343139"|"201705005281503"|"20170711"|"3"|"RB3A020263"|"KANGA CARE-KC-ML8001-Microchamois Liner"|"0000000001"|"0000000.00"
"#32450"|"31606317"|"00000000000000343139"|"201705005281503"|"20170711"|"1"|"RB3A010168"|"CHILDHOME-CHBBHG-Supporto per Bagnetto Bianco e Verde"|"0000000001"|"0000000.00"
"#32450"|"31606317"|"00000000000000343139"|"201705005281503"|"20170711"|"5"|"RB3A020920"|"OLI AND CAROL-ANA-S-ANA LA BANANA"|"0000000001"|"0000000.00"
"#32450"|"31606317"|"00000000000000343139"|"201705005281503"|"20170711"|"4"|"RB3A011311"|"KANGA CARE-KC-C4025SP-Pannolino Rumparooz Quinn"|"0000000001"|"0000000.00"
"#33475"|"31559317"|"00000000000000343399"|"201705005281517"|"20170711"|"1"|"RB3A020855"|"ALECTO-AL-BC17-Luce Cattura Insetti"|"0000000001"|"0000050.86"
"#33519"|"31564317"|"00000000000000343029"|"201705005281237"|"20170711"|"1"|"RB3A007769"|"SPUGNOTTO-Spugnotto Blu e Giallo"|"0000000001"|"0000000.00"
"#33516"|"31565317"|"00000000000000343159"|"201705005281349"|"20170711"|"2"|"RB3A011629"|"BIG MOUTH-BMPFPO-Materassino gonfiabile XXL Pop Corn"|"0000000001"|"0000000.00"
